service_request_key,created_date,request_type,description,request_type_code,status_code,intake_form,days_to_complete,sla_fy_2019,on_time_indicator,completed_at,due_at,ispublic,council_district,loc
15258494,04/24/2024 01:44:01 PM,Potholes,Found these two potholes while going to another SR. Holes filled.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,04/24/2024 01:45:26 PM,05/06/2024 01:44:01 PM,yes,2,POINT (-85.305000147 35.068230924)
15257873,04/24/2024 12:25:00 PM,Potholes,"The pothole is located in the 1200 block of Hixson Pike with the cross road at Inglewood in the right lane on the right hand side, near the Tremont Tavern. The damage was to the right front tire causing both front tires having to be replaced.",EMERGENCY,O-CLOSED,gov.publicstuff.com,3,5,Yes,04/29/2024 10:58:03 AM,05/06/2024 12:25:00 PM,yes,2,POINT (-85.289325843 35.069638923)
15257859,04/24/2024 12:22:38 PM,Potholes,Rough pavement from previous poor repairs to street and pot holes.,EMERGENCY,O-CLOSED,iOS,0,5,Yes,04/24/2024 01:30:06 PM,05/06/2024 12:22:38 PM,yes,9,POINT (-85.232185 35.045313)
15257838,04/24/2024 12:19:24 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,0,5,Yes,04/24/2024 12:54:03 PM,05/06/2024 12:19:24 PM,yes,9,POINT (-85.236017 35.046936)
15257810,04/24/2024 12:16:57 PM,Potholes,Poor previous work on this area approximately 15-20 previous attempts.,EMERGENCY,O-CLOSED,iOS,0,5,Yes,04/24/2024 12:56:05 PM,05/06/2024 12:16:57 PM,yes,9,POINT (-85.238361 35.04743)
15257260,04/24/2024 11:16:17 AM,Potholes,There is a speedbump on the street. The middle of the speedbump has been worn away to under the normal street level leaving a large and deep pothole.  There are also smaller potholes along the road.,EMERGENCY,O-CLOSED,Iframe,0,5,Yes,04/24/2024 12:51:18 PM,05/06/2024 11:16:17 AM,yes,3,POINT (-85.240604548 35.12205078)
15257199,04/24/2024 11:09:03 AM,Potholes,Pothole at 2000 block of roanoke,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,04/24/2024 11:10:49 AM,05/06/2024 11:09:03 AM,yes,8,POINT (-85.260857266 35.05918445)
15257189,04/24/2024 11:07:55 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,04/24/2024 11:08:57 AM,05/06/2024 11:07:55 AM,yes,8,POINT (-85.295179688 35.043291034)
15257099,04/24/2024 10:57:38 AM,Potholes,"I live at 1001 Spears Ave. when there was roadwork here this month, one of the bulldozers created 1 large pothole",EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,04/24/2024 12:18:21 PM,05/06/2024 10:57:38 AM,yes,1,POINT (-85.309592411 35.074583465)
15257076,04/24/2024 10:53:48 AM,Potholes,"Multiple potholes and previous street cuts not repaired properly, uneven man holes. We need the enire street repaved. When can we get the following street re paved? North Concord Road going west from East Brainerd Road to 1100 block of North Concord.",EMERGENCY,O-CLOSED,Iframe,0,5,Yes,04/24/2024 01:47:13 PM,05/06/2024 10:53:48 AM,yes,6,POINT (-85.172753029 35.010165883)
15256761,04/24/2024 09:59:08 AM,Distressed Pavement,"Hi, This road needs to be repaved, the road is really rough and can do a lot of damage to your suspension if you re driving an older vehicle",EMERGENCY,O-CLOSED,gov.publicstuff.com,0,20,Yes,04/24/2024 11:07:16 AM,04/26/2024 09:59:08 AM,yes,8,POINT (-85.301329718 35.025310728)
15256473,04/24/2024 09:05:09 AM,Potholes,Several potholes,EMERGENCY,O-CLOSED,iOS,0,5,Yes,04/24/2024 10:53:34 AM,05/06/2024 09:05:09 AM,yes,8,POINT (-85.294866 35.04258)
15256215,04/24/2024 08:02:04 AM,Potholes,On 46th at Tennessee intersection. Potholes in middle and rough pavement,EMERGENCY,O-CLOSED,Iframe,3,5,Yes,04/29/2024 09:45:38 AM,05/06/2024 08:02:04 AM,yes,7,POINT (-85.328061996 34.998451948)
15255879,04/23/2024 11:16:05 PM,Potholes,This section of Harrison pike is really really bad.,NONE,O-CLOSED,iOS,0,5,Yes,04/24/2024 09:53:53 AM,05/03/2024 11:16:05 PM,no,5,
15253541,04/23/2024 02:22:44 PM,Potholes,See SR: 15176433 Mr. Swafford states the potholes for the previous service request were never completed. He states that six potholes need repair. (3) potholes are directly in front of his house. The other (3) are 6 to 8 hundred ft. down the road.,STANDARD,O-CLOSED,gov.publicstuff.com,1,5,Yes,04/24/2024 12:02:17 PM,05/03/2024 02:22:44 PM,yes,1,POINT (-85.332088618 35.085601239)
15252599,04/23/2024 12:19:16 PM,Potholes,In front of the mailboxes,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,04/24/2024 10:04:23 AM,05/03/2024 12:19:16 PM,yes,9,POINT (-85.256623365 35.038797303)
15251719,04/23/2024 10:23:25 AM,Potholes,Potholes down to Middle Valley Rd. one at 1576 lower mill  from text,STANDARD,O-CLOSED,gov.publicstuff.com,6,5,Yes,05/01/2024 09:23:58 AM,05/10/2024 10:23:25 AM,yes,3,POINT (-85.217642271 35.163160754)
15251175,04/23/2024 09:04:41 AM,Potholes,Caller states the pothole is in front of his vacant lot.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,04/24/2024 10:22:07 AM,05/03/2024 09:04:41 AM,yes,9,POINT (-85.236539233 35.033779004)
15250939,04/23/2024 08:20:47 AM,Potholes,Citizen stated he ran over a pothole and popped 2 tires.  Corner of 100 W 45th and 4300 Central Avene,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,04/25/2024 08:40:32 AM,05/03/2024 08:20:47 AM,yes,7,POINT (-85.313787659 35.000076182)
15247640,04/22/2024 01:39:35 PM,Potholes,Road is washing away at the corner of 800 S Crest Rd. and Waheela. Near the street sign Waheela/ S. Crest,EMERGENCY,O-CLOSED,iOS,2,5,Yes,04/24/2024 08:08:08 AM,05/02/2024 01:39:35 PM,yes,9,POINT (-85.275457 34.987699)
15246519,04/22/2024 11:38:41 AM,Potholes,caller states she damage her car rim on 3/24,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,04/22/2024 12:50:51 PM,05/02/2024 11:38:41 AM,yes,5,POINT (-85.243194481 35.070652382)
15245967,04/22/2024 10:41:35 AM,Potholes,pothole at address.,EMERGENCY,O-CLOSED,gov.publicstuff.com,7,5,Yes,05/01/2024 03:21:31 PM,05/03/2024 10:41:35 AM,yes,9,POINT (-85.246220105 35.043031693)
15245903,04/22/2024 10:35:13 AM,Potholes,Large hole in the 2000 block.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,04/22/2024 12:58:07 PM,05/02/2024 10:35:13 AM,yes,8,POINT (-85.260857266 35.05918445)
15245771,04/22/2024 10:19:24 AM,Potholes,pothole at address.,EMERGENCY,O-CLOSED,Iframe,10,5,Yes,05/06/2024 01:46:04 PM,05/10/2024 10:19:24 AM,yes,4,POINT (-85.140749652 34.992171378)
15244877,04/22/2024 07:34:56 AM,Potholes,There is a pothole at the intersection of N Creek Rd and S Creek Rd. This affects my business as all of my trucks and my customers have to enter/exit through this intersection. There is also an additional pothole a little farther down on N Creek Rd.,EMERGENCY,O-CLOSED,Iframe,0,5,Yes,04/22/2024 12:32:18 PM,05/02/2024 07:34:56 AM,yes,8,POINT (-85.241898714 35.093631017)
15243876,04/21/2024 04:39:13 PM,Potholes,"This pothole did severe damage to my tire and rim on my car. I will be filing a vehicle claim. It's been there for far too long and I know, for a fact, there's been multiple complaints to the city about this pothole. This whole road is a problem and needs to be repaved.",EMERGENCY,O-CLOSED,Android,1,5,Yes,04/22/2024 11:03:16 AM,05/02/2024 04:39:13 PM,yes,5,POINT (-85.22460144 35.084832429)
15243565,04/21/2024 02:20:10 PM,Potholes,very rough pavement/BUMP at the approach to the railroad overpass,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,04/22/2024 02:37:37 PM,05/02/2024 02:20:10 PM,yes,8,POINT (-85.253917692 35.074564125)
15243551,04/21/2024 02:14:56 PM,Potholes,far right lane near 7/11 very rough,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,04/22/2024 06:47:59 AM,05/02/2024 02:14:56 PM,yes,8,POINT (-85.239398895 35.096422526)
15243541,04/21/2024 02:09:54 PM,Potholes,no shoulder /large dropoff from roadway,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,04/23/2024 10:13:36 AM,05/02/2024 02:09:54 PM,yes,5,POINT (-85.214000186 35.081130208)
15243521,04/21/2024 02:02:08 PM,Potholes,ongoing problem   has been happening there for years,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,04/23/2024 10:19:12 AM,05/02/2024 02:02:08 PM,yes,5,POINT (-85.21412578 35.085613676)
15243042,04/21/2024 10:10:02 AM,Potholes,Railroad crossing has multiple potholes. Drivers swerve out of their driving lanes to avoid them.,EMERGENCY,O-CLOSED,iOS,3,5,Yes,04/24/2024 06:42:54 AM,05/02/2024 10:10:02 AM,yes,7,POINT (-85.313383 35.016621)
15239960,04/19/2024 05:57:10 PM,Potholes,Off of highway  58 on hickory valley rd  there are multiple big potholes both sides all the way to discovery drice possibly further that is just my route. Many potholes big enough to puncture tires,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,04/22/2024 11:17:25 AM,05/01/2024 05:57:10 PM,yes,7,POINT (-85.314181711 35.042860096)
15239131,04/19/2024 03:30:19 PM,Potholes,"There's a leak in the TN-American water line at the point shown, resulting in a puddle continuously since the drought of Sept 23. I've reported the leak 2x -- initially in Aug 2023, and gotten a TN-AM employee to confirm that it's their leak, but they have not fixed it. Now, the road is beginning to be damaged. My thought is that if Chatt.gov requests that they fix the leak, they are more likely to pay attention, then if I request it a third time.",EMERGENCY,O-CLOSED,Iframe,3,5,Yes,04/24/2024 01:23:07 PM,05/01/2024 03:30:19 PM,yes,5,POINT (-85.217935156 35.085094808)
15239110,04/19/2024 03:26:08 PM,Potholes,I saw a motorcycle swerve to avoid the pothole the other day and almost hit an oncoming car. I hope this can be fixed soon.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,04/22/2024 10:53:28 AM,05/01/2024 03:26:08 PM,yes,3,POINT (-85.206520062 35.146854777)
15237962,04/19/2024 12:29:32 PM,Potholes,"Alley serves as entry and access to back of 20 or so homes on both Winthrop and Hanover Street.  Most home owners on these two streets have rear parking areas or garages and have to utilize this alley.  Condition of the alley is horrendous, especially the lower portion.  It has become extremely rough, one of my vehicles suffered ball joint damage in this alley, leading to a costly repair.  The alley should have been repaved a couple of years ago but a city crew threw some loose asphalt on it in a few spots??  Again, many residents use this alley to access rear parking for their homes!  This needs to be repaired asap.  This is the second or third time I have contacted the city regarding this issue.  I also reached out multiple times to Councilwoman Hill regarding this issue.  I m happy to provide those emails to anyone willing to help.  I attached a photo but have several more, the photos don t do it justice since they don t show the slope of the alley combined with the dangerous condition of the entire lower portion.  Patience among residents who are forced to use the alleyway is wearing thin.  This should have been addressed a long long time ago, please take action!",EMERGENCY,O-CLOSED,Iframe,2,5,Yes,04/23/2024 11:26:57 AM,05/01/2024 12:29:32 PM,yes,2,POINT (-85.292904559 35.070437607)
15237771,04/19/2024 12:04:49 PM,Potholes,Pothole at e24th and 4th ave.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,04/19/2024 12:05:56 PM,05/01/2024 12:04:49 PM,yes,8,POINT (-85.280869779 35.015824138)
15237758,04/19/2024 12:04:06 PM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,04/19/2024 12:06:18 PM,05/01/2024 12:04:06 PM,yes,8,POINT (-85.282879531 35.012055497)
15237229,04/19/2024 10:44:04 AM,Potholes,"There is no shoulder in this area, hazardous, cars speed thru here, any mishaps and cars will land in her yard, per caller.  Damaged road that needs attention, road has eroded.  Some cars have  ended in the embankment. There is also a bunch of broken up asphalt opposite side under Frances  Dr. street  marker.  Just an accident wating to happen.   In 1980 there was an accident here and driver passed away, he had gone off the road.",EMERGENCY,O-NEW,gov.publicstuff.com,,5,N/A,,06/06/2024 10:44:04 AM,yes,6,POINT (-85.178841366 35.055544877)
15236776,04/19/2024 09:26:54 AM,Potholes,Large sections of asphalt missing around sewer hole cover in middle of the street.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,04/22/2024 09:01:32 AM,05/01/2024 09:26:54 AM,yes,7,POINT (-85.326742349 35.001112574)
15236615,04/19/2024 08:56:39 AM,Potholes,pothole at address.,EMERGENCY,O-CLOSED,gov.publicstuff.com,10,5,Yes,05/03/2024 06:38:12 AM,05/03/2024 08:56:39 AM,yes,2,POINT (-85.299499024 35.072815612)
15236497,04/19/2024 08:35:02 AM,Potholes,Pothole located in the straight-away travel lane for E. Brainerd Rd. as you are approaching the intersection of 1300 Hickory Valley Rd. Lat / Log dropped below as address of request for a more close prox. of where the pothole is located since there is no specific address for where this is located.   Longitude: 35.017098; Latitude: -85.180539,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,04/23/2024 11:29:15 AM,05/01/2024 08:35:02 AM,yes,6,POINT (-85.181868793 35.016977857)
15236221,04/19/2024 05:28:05 AM,Potholes,Speeding is out of control in the 200 block of old mountain road. Not sure where to make this request on this site but can we get a speed bump or 2,EMERGENCY,O-CLOSED,iOS,0,5,Yes,04/19/2024 06:46:47 AM,05/01/2024 05:28:05 AM,yes,7,POINT (-85.329094 35.009665)
15235530,04/18/2024 07:27:12 PM,Potholes,Major dip in street .about to be a sink hole directly in front of house at 3621 Parkway,EMERGENCY,O-CLOSED,iOS,1,5,Yes,04/19/2024 10:05:44 AM,04/30/2024 07:27:12 PM,yes,9,POINT (-85.235171 35.078068)
15235130,04/18/2024 05:47:37 PM,Potholes,Multiple potholes,EMERGENCY,O-CLOSED,iOS,1,5,Yes,04/19/2024 12:04:17 PM,04/30/2024 05:47:37 PM,no,1,
15235085,04/18/2024 05:37:31 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,1,5,Yes,04/19/2024 09:20:57 AM,04/30/2024 05:37:31 PM,yes,9,POINT (-85.249557 35.073285)
15234858,04/18/2024 04:51:09 PM,Potholes,"Many potholes and street degeneration between Franks Rd, Igou Gap and the turn around at the 1700 block of Skyline Dr",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,04/19/2024 09:21:24 AM,04/30/2024 04:51:09 PM,yes,4,POINT (-85.165519087 35.02552878)
15234404,04/18/2024 03:44:57 PM,Potholes,"There are deep holes on that street, it will mess your car up, it so deep, they patch some of the holes but they did not patch the deep ones.",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,04/19/2024 11:23:36 AM,04/30/2024 03:44:57 PM,yes,8,POINT (-85.283008747 35.0113252)
15234392,04/18/2024 03:43:46 PM,Potholes,This is the street that runs downhill from the North Shore just before the lower parking lot entrance to girls preparatory school. The hole is halfway down this short street,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,04/19/2024 11:14:45 AM,04/30/2024 03:43:46 PM,yes,2,POINT (-85.302008607 35.060286942)
15234197,04/18/2024 03:18:02 PM,Potholes,the shoulder has collapsed on E Manning St from Oliver Street to Manning St.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,04/19/2024 11:15:27 AM,04/30/2024 03:18:02 PM,yes,2,POINT (-85.305697737 35.065405516)
15233422,04/18/2024 01:40:46 PM,Potholes,"The pothole/washed out area of the road is behind the houses and next to a tall fence in front of an EPB transfer station. If you drive far enough down the alleyway, you cannot fail to see it.",EMERGENCY,O-CLOSED,iOS,3,5,Yes,04/23/2024 09:12:42 AM,04/30/2024 01:40:46 PM,yes,2,POINT (-85.299911 35.069684)
15233286,04/18/2024 01:23:23 PM,Potholes,pothole at address.,EMERGENCY,O-CLOSED,Iframe,9,5,Yes,05/01/2024 03:25:34 PM,05/03/2024 01:23:23 PM,yes,2,POINT (-85.253570829 35.117361933)
15233287,04/18/2024 01:22:49 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,2,5,Yes,04/22/2024 10:54:07 AM,04/30/2024 01:22:49 PM,yes,7,POINT (-85.302439 35.030265)
15233278,04/18/2024 01:22:38 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,2,5,Yes,04/22/2024 10:54:06 AM,04/30/2024 01:22:38 PM,yes,7,POINT (-85.302595 35.030526)
15233269,04/18/2024 01:21:39 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,2,5,Yes,04/22/2024 10:54:57 AM,04/30/2024 01:21:39 PM,yes,7,POINT (-85.302632 35.030612)
15233259,04/18/2024 01:20:17 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,1,5,Yes,04/19/2024 10:25:36 AM,04/30/2024 01:20:17 PM,yes,7,POINT (-85.302767 35.030685)
15233212,04/18/2024 01:15:32 PM,Potholes,Pothole,EMERGENCY,O-CLOSED,iOS,1,5,Yes,04/19/2024 10:11:59 AM,04/30/2024 01:15:32 PM,yes,7,POINT (-85.301332 35.032675)
15233171,04/18/2024 01:10:00 PM,Potholes,Caller would only give her first name. States you have to drive around this pothole.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,04/19/2024 11:01:04 AM,04/30/2024 01:10:00 PM,yes,7,POINT (-85.311695106 35.045665885)
15231757,04/18/2024 10:19:51 AM,Potholes,there are 3 or 4  large pothole on 21st between williams st and broad st.,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,04/22/2024 09:31:19 AM,04/30/2024 10:19:51 AM,yes,7,POINT (-85.312955795 35.032233183)
15231637,04/18/2024 10:01:34 AM,Potholes,Low spot collecting significant amount of water. I entered this request previously but I don t think it has been addressed yet.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,04/19/2024 10:24:02 AM,04/30/2024 10:01:34 AM,yes,2,POINT (-85.300048148 35.074081829)
15231612,04/18/2024 09:57:30 AM,Potholes,Large holes,EMERGENCY,O-CLOSED,iOS,1,5,Yes,04/19/2024 09:34:40 AM,04/30/2024 09:57:30 AM,yes,4,POINT (-85.151697 35.035179)
15231187,04/18/2024 08:45:37 AM,Potholes,Citizen states there is a cluster of potholes in the street in front of her driveway.,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,04/22/2024 01:19:59 PM,04/30/2024 08:45:37 AM,yes,6,POINT (-85.250455395 35.016794863)
15231180,04/18/2024 08:45:20 AM,Potholes,"Caller states there are 2 potholes, one on Mountain Creek Rd right before the curve and 1 on Morrison Springs Rd. States they are within 20 yards of each other",EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,04/22/2024 06:45:59 AM,04/30/2024 08:45:20 AM,yes,1,POINT (-85.312041136 35.126989965)
15231069,04/18/2024 08:17:28 AM,Potholes,Big crack in the middle o the street right down from the callers driveway & gate. There is a hole in the center of the crack.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,04/19/2024 10:14:30 AM,04/30/2024 08:17:28 AM,yes,9,POINT (-85.248855717 35.071362311)
15231007,04/18/2024 07:57:08 AM,Potholes,Alleyway needs attention,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,04/22/2024 01:23:57 PM,04/30/2024 07:57:08 AM,yes,2,POINT (-85.296613717 35.063332568)
15228973,04/17/2024 03:47:44 PM,Potholes,Giant pothole in front of CSAS,EMERGENCY,O-CLOSED,iOS,2,5,Yes,04/19/2024 10:47:23 AM,04/29/2024 03:47:44 PM,yes,8,POINT (-85.295039 35.049861)
15228250,04/17/2024 02:15:51 PM,Potholes,"Citizen is describing the pothole is as you are entering the parking lot. I advised if it is on private property, the city cannot fix it. He wants the city to come look.",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,04/18/2024 11:21:53 AM,04/29/2024 02:15:51 PM,yes,5,POINT (-85.188550126 35.088334445)
15227902,04/17/2024 01:32:39 PM,Potholes,several potholes in the westbound lane of W Manning St between Minor St and Spears ave.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,04/18/2024 11:39:25 AM,04/29/2024 01:32:39 PM,yes,1,POINT (-85.310482798 35.065941187)
15227404,04/17/2024 12:21:42 PM,Potholes,pothole at address.,EMERGENCY,O-CLOSED,gov.publicstuff.com,10,5,Yes,05/01/2024 03:21:53 PM,05/03/2024 12:21:42 PM,yes,5,POINT (-85.194461484 35.085210457)
15226907,04/17/2024 11:12:33 AM,Potholes,Large pothole on webb road where it parallels the lake,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,04/18/2024 02:18:29 PM,04/29/2024 11:12:33 AM,yes,3,POINT (-85.180862365 35.103093669)
15226906,04/17/2024 11:12:32 AM,Potholes,several potholes two more closer to the tone,EMERGENCY,O-CLOSED,Android,1,5,Yes,04/18/2024 10:41:08 AM,04/29/2024 11:12:32 AM,yes,7,POINT (-85.325215668 35.012486984)
15226841,04/17/2024 11:04:58 AM,Distressed Pavement,Citizen stated the roads needs to be repaved. Intersection of Rosalind and Yorktown,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,20,Yes,04/19/2024 06:47:57 AM,04/19/2024 11:04:58 AM,yes,3,POINT (-85.193202747 35.093048681)
15226204,04/17/2024 09:27:48 AM,Potholes,Located E 20th and Washington Street,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,04/18/2024 10:40:49 AM,04/29/2024 09:27:48 AM,yes,7,POINT (-85.308198531 35.031226074)
